,University,Faculty Name,Faculty Website,scholarid
4142,Indiana University,Gabriele Guidi 0001,https://luddy.indiana.edu/contact/profile/index.html?Gabriele_Guidi,cSScT5EAAAAJ
4143,Indiana University,Geoffrey Brown,http://homes.soic.indiana.edu/geobrown,PrxFp1MAAAAJ
4144,Indiana University,Gregory F. Lewis,https://kinseyinstitute.org/about/profiles/glewis.php,NOSCHOLARPAGE
4145,Indiana University,Gregory J. E. Rawlins,http://www.cs.indiana.edu/~rawlins,NOSCHOLARPAGE
4146,Indiana University,Haewoon Kwak,https://luddy.indiana.edu/contact/profile/index.html?Haewoon_Kwak,dcjrz5MAAAAJ
4147,Indiana University,Haixu Tang,http://www.informatics.indiana.edu/hatang,4Hywr5UAAAAJ
4148,Indiana University,Hang Zhang 0012,https://hangz.me,rX6AIFcAAAAJ
4149,Indiana University,Hannah Zeavin,https://luddy.indiana.edu/contact/profile/index.html?Hannah_Zeavin,N1z3SeYAAAAJ
4150,Indiana University,Howard Rosenbaum,https://ella.sice.indiana.edu/~hrosenba,zM9oIWUAAAAJ
4151,Indiana University,James A. Glazier,https://iubphys.sitehost.iu.edu/faculty/glazier.shtml,y0pmefMAAAAJ
4152,Indiana University,James Clawson,https://jamesclawson.com,7Z-F_AoAAAAJ
4153,Indiana University,Jeremy G. Siek,http://wphomes.soic.indiana.edu/jsiek,Vuso8H8AAAAJ
4154,Indiana University,Jisun An,https://jisun.me,FYtw3zkAAAAJ
4155,Indiana University,Johan Bollen,https://homes.luddy.indiana.edu/jbollen,jDmcdsUAAAAJ
4156,Indiana University,John A. Walsh,https://info.sice.indiana.edu/~jawalsh,NOSCHOLARPAGE
4157,Indiana University,John C. Paolillo,http://paolillo.soic.indiana.edu,NOSCHOLARPAGE
4158,Indiana University,Judy Qiu,http://www.cs.indiana.edu/~xqiu,0w0Dy34AAAAJ
4159,Indiana University,Julia Fukuyama,https://luddy.indiana.edu/contact/profile/index.html?Julia_Fukuyama,BhazhScAAAAJ
4160,Indiana University,Julie Fukuyama,https://jfukuyama.github.io,NOSCHOLARPAGE
4161,Indiana University,Justin Wood,http://buildingamind.com,q9EK5i0AAAAJ
4162,Indiana University,Kahyun Choi,http://kahyunchoi.com,TYXfH1wAAAAJ
4163,Indiana University,Katie A. Siek,http://wphomes.soic.indiana.edu/ksiek,-R9W7IkAAAAJ
4164,Indiana University,Katy Börner,http://info.ils.indiana.edu/~katy,YirSp_cAAAAJ
4165,Indiana University,L. Jean Camp,http://ljean.com,wJPGa2IAAAAJ
4166,Indiana University,Lantao Liu,http://homes.sice.indiana.edu/lantao,L5dHk5cAAAAJ
4167,Indiana University,Larry Moss,https://iulg.sitehost.iu.edu/moss,9XDfKqYAAAAJ
4168,Indiana University,Lei Jiang 0001,http://homes.sice.indiana.edu/jiang60,1sXorAAAAAJ
4169,Indiana University,Luis M. Rocha,https://homes.luddy.indiana.edu/rocha,SIouE70AAAAJ
4170,Indiana University,Luyi Xing,https://luyixing.weebly.com,xTjH_GAAAAAJ
4171,Indiana University,Maria Bondessen,https://bondessonbolin.wixsite.com/website,9DSdzygAAAAJ
4172,Indiana University,Martin A. Siegel,https://www.soic.indiana.edu/all-people/profile.html?profile_id=298,sZ_nSuIAAAAJ
4173,Indiana University,Matthew W. Hahn,https://hahnlab.sitehost.iu.edu,ShySYTIAAAAJ
4174,Indiana University,Mehmet M. Dalkilic,http://www.informatics.indiana.edu/dalkilic,yW-I2CEAAAAJ
4175,Indiana University,Michael A. McRobbie,https://www.sice.indiana.edu/all-people/profile.html?profile_id=254,NOSCHOLARPAGE
4176,Indiana University,Minje Kim,https://minjekim.com,hEfnFKAAAAAJ
4177,Indiana University,Mohsen Heidari,https://luddy.indiana.edu/contact/profile/index.html?Mohsen_Heidari,ab9ZcfsAAAAJ
4178,Indiana University,Nathan L. Ensmenger,http://homes.sice.indiana.edu/nensmeng,D_cX3_gAAAAJ
4179,Indiana University,Nicholas LaRacuente,https://luddy.indiana.edu/contact/profile/index.html?Nicholas_LaRacuente,2hYie3kAAAAJ
4180,Indiana University,Noriko Hara,http://norikohara.org,l13_u9wAAAAJ
4181,Indiana University,Or D. Dantsker,https://luddy.indiana.edu/contact/profile/index.html?Or_Dantsker,gohaofoAAAAJ
4182,Indiana University,Patrick C. Shih,https://patshih.luddy.indiana.edu,Lzw8EnkAAAAJ
4183,Indiana University,Paul Macklin,http://mathcancer.org,zUorXGEAAAAJ
4184,Indiana University,Paul W. Purdom,http://www.cs.indiana.edu/~pwp,h6Z8WS0AAAAJ
4185,Indiana University,Peter M. Todd,https://cogs.sitehost.iu.edu/people/profile.php?u=pmtodd,YOY2MFEAAAAJ
4186,Indiana University,Pnina Fichman,https://ella.sice.indiana.edu/~fichman,KpiNE84AAAAJ
4187,Indiana University,Prateek Sharma,http://homes.sice.indiana.edu/prateeks,0vslvCQAAAAJ
4188,Indiana University,Qin Zhang 0001,http://homes.soic.indiana.edu/qzhangcs,21hVxuUAAAAJ
4189,Indiana University,R. Clint Whaley,http://homes.sice.indiana.edu/rcwhaley,NOSCHOLARPAGE
4190,Indiana University,Raj Acharya,http://www.cse.psu.edu/~rua1,v28Y9r8AAAAJ
4191,Indiana University,Randall Bramley,https://www.soic.indiana.edu/all-people/profile.html?profile_id=169,NOSCHOLARPAGE
4192,Indiana University,Randall D. Beer,http://mypage.iu.edu/~rdbeer,F_J8QyAAAAAJ
4193,Indiana University,Raquel Hill,http://www.cs.indiana.edu/~ralhill,kBNKU1YAAAAJ
4194,Indiana University,Robert D. Montoya,http://robertdmontoya.com,JwuWrxkAAAAJ
4195,Indiana University,Ron Day,https://info.sice.indiana.edu/~roday,hJsSfQkAAAAJ
4196,Indiana University,Roni Khardon,http://homes.sice.indiana.edu/rkhardon,ymCi4oEAAAAJ
4197,Indiana University,Sam Tobin-Hochstadt,http://www.ccs.neu.edu/home/samth,vMSSQbAAAAAJ
4198,Indiana University,Samantha M. W. Wood,https://luddy.indiana.edu/contact/profile/index.html?Samantha_Wood,LduPsQ4AAAAJ
4199,Indiana University,Sandra Kübler,https://cl.indiana.edu/~skuebler,uhM9L5sAAAAJ
4200,Indiana University,Santo Fortunato,https://www.santofortunato.net,NDrCCokAAAAJ
4201,Indiana University,Saúl A. Blanco,https://luddy.indiana.edu/contact/profile/?Saul_Blanco,3I6WH-cAAAAJ
4202,Indiana University,Selma Sabanovic,https://www.soic.indiana.edu/all-people/profile.html?profile_id=288,P5pnLAcAAAAJ
4203,Indiana University,Silvina L. Ferradal,https://luddy.indiana.edu/contact/profile/?Silvina_Ferradal,2JcHy3wAAAAJ
4204,Indiana University,Stasa Milojevic,http://homes.sice.indiana.edu/smilojev,ElYJ8mUAAAAJ
4205,Indiana University,Susan C. Herring,https://ella.sice.indiana.edu/~herring/index.html,atKhRwEAAAAJ
4206,Indiana University,T. Daniel Loveless,https://luddy.indiana.edu/contact/profile/index.html?Daniel_Loveless,HPm-6isAAAAJ
4207,Indiana University,Thai Le,https://lethaiq.github.io,Fd8K7kAAAAAJ
4208,Indiana University,Thomas L. Sterling,https://www.soic.indiana.edu/all-people/profile.html?profile_id=303,t4BXt2EAAAAJ
4209,Indiana University,Vikram Jadhao,https://jadhaolab.engineering.indiana.edu,7m5wqk4AAAAJ
4210,Indiana University,Volker Brendel,http://brendelgroup.org,w9oekBcAAAAJ
4211,Indiana University,XiaoFeng Wang 0001,http://www.informatics.indiana.edu/xw7,u4dhRkQAAAAJ
4212,Indiana University,Xiaojing Liao,http://www.xiaojingliao.com,NOSCHOLARPAGE
4213,Indiana University,Xuhong Zhang 0001,https://luddy.indiana.edu/contact/profile/?Xuhong_Zhang,NOSCHOLARPAGE
4214,Indiana University,Yan Huang 0001,http://homes.soic.indiana.edu/yh33,aKpQjaQAAAAJ
4215,Indiana University,Yijie Wang 0004,https://wyjhxq.github.io,rloap-cAAAAJ
4216,Indiana University,Yong-Yeol Ahn,http://yongyeol.com,US7OSNgAAAAJ
4217,Indiana University,Yuzhen Ye,http://mendel.informatics.indiana.edu/~yye/lab,fH_ea0kAAAAJ
4218,Indiana University,Zoran Tiganj,https://homes.luddy.indiana.edu/ztiganj,NOSCHOLARPAGE
4219,Johns Hopkins University,Abhishek Jain 0002,https://www.cs.jhu.edu/faculty/abhishek-jain,xjkmJsgAAAAJ
4220,Johns Hopkins University,Adam Charles,https://www.bme.jhu.edu/ascharles,c8RKLp0AAAAJ
4221,Johns Hopkins University,Alan L. Yuille,http://www.cs.jhu.edu/~ayuille,FJ-huxgAAAAJ
4222,Johns Hopkins University,Alex Szalay,https://physics-astronomy.jhu.edu/directory/alexander-s-szalay,rUiWchkAAAAJ
4223,Johns Hopkins University,Alexander Marder,https://alexmarder.github.io,NOSCHOLARPAGE
4224,Johns Hopkins University,Alexis J. Battle,https://battlelab.jhu.edu,yPOT9K0AAAAJ
4225,Johns Hopkins University,Amitabh Basu,https://www.ams.jhu.edu/~abasu9,jV2sAB0AAAAJ
4226,Johns Hopkins University,Anjalie Field,https://anjalief.github.io,WQO8DHQAAAAJ
4227,Johns Hopkins University,Anqi Liu,https://anqiliu-ai.github.io,Q8yp6zQAAAAJ
4228,Johns Hopkins University,Aviel D. Rubin,http://avirubin.com,KWez2_sAAAAJ
4229,Johns Hopkins University,Axel Krieger,https://me.jhu.edu/faculty/axel-krieger,ezJ0eHAAAAAJ
4230,Johns Hopkins University,Baruch Awerbuch,http://www.cs.jhu.edu/~baruch/home.html,NOSCHOLARPAGE
4231,Johns Hopkins University,Ben Langmead,http://www.cs.jhu.edu/~langmea,2JMaTKsAAAAJ
4232,Johns Hopkins University,Benjamin David Van Durme,http://www.cs.jhu.edu/~vandurme,wIujAJoAAAAJ
4233,Johns Hopkins University,Brice Ménard,https://physics-astronomy.jhu.edu/directory/brice-menard,vZdmdM8AAAAJ
4234,Johns Hopkins University,Carey E. Priebe,http://www.ams.jhu.edu/~priebe,clTVC4UAAAAJ
4235,Johns Hopkins University,Casey L. Overby,https://coverbytaylor.github.io,qeLrD0sAAAAJ
4236,Johns Hopkins University,Chien-Ming Huang 0001,https://www.cs.jhu.edu/~cmhuang,0kTel90AAAAJ
4237,Johns Hopkins University,Daniel Khashabi,https://danielkhashabi.com,pK2kQvgAAAAJ
4238,Johns Hopkins University,David Yarowsky,http://www.cs.jhu.edu/~yarowsky,gaO-vS4AAAAJ
4239,Johns Hopkins University,Emad Boctor,https://musiic.lcsr.jhu.edu,17P8v9QAAAAJ
4240,Johns Hopkins University,Enrique Mallada,https://mallada.ece.jhu.edu,ZvRFA04AAAAJ
4241,Johns Hopkins University,Eric Nalisnick,https://enalisnick.github.io,cb1ZN7AAAAAJ
4242,Johns Hopkins University,Greg Hager,http://www.cs.jhu.edu/~hager,ivApfKcAAAAJ
4243,Johns Hopkins University,Holden Lee,https://holdenlee.github.io,hR9rFHgAAAAJ
4244,Johns Hopkins University,Ilya Shpitser,https://www.cs.jhu.edu/~ilyas,ZyKrSZcAAAAJ
4245,Johns Hopkins University,James Allen Fill,https://www.ams.jhu.edu/~fill,gSwyFR4AAAAJ
4246,Johns Hopkins University,Jason Eisner,http://www.cs.jhu.edu/~jason,tjb2UccAAAAJ
4247,Johns Hopkins University,Jean Fan,https://jef.works,EEX1uGwAAAAJ
4248,Johns Hopkins University,Jeffrey H. Siewerdsen,https://istar.jhu.edu,BczXL6oAAAAJ
4249,Johns Hopkins University,Jeremias Sulam,https://www.bme.jhu.edu/people/faculty/jeremias-sulam,1awx1aIAAAAJ
4250,Johns Hopkins University,Jerry L. Prince,https://iacl.ece.jhu.edu/index.php?title=Main_Page,BQcJMmcAAAAJ
4251,Johns Hopkins University,Jessica Sorrell,https://jess-sorrell.github.io,hBsSfjAAAAAJ
4252,Johns Hopkins University,Joanne F. Selinski,http://www.cs.jhu.edu/~joanne,NOSCHOLARPAGE
4253,Johns Hopkins University,Joel S. Bader,https://www.baderzone.org,-dyxvHoAAAAJ
4254,Johns Hopkins University,Joshua T. Vogelstein,https://www.bme.jhu.edu/faculty_staff/joshua-t-vogelstein-phd,DWPfdT4AAAAJ
4255,Johns Hopkins University,Kimia Ghobadi,https://systems.jhu.edu/kimia,CYdYNl0AAAAJ
4256,Johns Hopkins University,Laurent Younes,https://www.cis.jhu.edu/~younes,FPCU9lYAAAAJ
4257,Johns Hopkins University,Liliana Florea,http://florealab.org,s0AZ_6IAAAAJ
4258,Johns Hopkins University,Louis L. Whitcomb,https://dscl.lcsr.jhu.edu,ppn7g_cAAAAJ
4259,Johns Hopkins University,Luana Ruiz,https://luanaruiz9.github.io,SWVeT4AAAAAJ
4260,Johns Hopkins University,Mahyar Fazlyab,https://www.ece.jhu.edu/mahyarfazlyab,Y3bmjJwAAAAJ
4261,Johns Hopkins University,Mark Dredze,http://www.cs.jhu.edu/~mdredze,7jNkTbYAAAAJ
4262,Johns Hopkins University,Mathias Unberath,https://mathiasunberath.github.io,1bd5mdIAAAAJ
4263,Johns Hopkins University,Matthew D. Green,https://isi.jhu.edu/~mgreen,X0XWAGkAAAAJ
4264,Johns Hopkins University,Michael C. Schatz,https://www.cs.jhu.edu/faculty/michael-schatz,rcs6IKwAAAAJ
4265,Johns Hopkins University,Michael Dinitz,http://www.cs.jhu.edu/~mdinitz,Q2yN84AAAAAJ
4266,Johns Hopkins University,Michael I. Miller,https://www.bme.jhu.edu/people/faculty/michael-i-miller,Ui8pnoIAAAAJ
4267,Johns Hopkins University,Michael Kazhdan,http://www.cs.jhu.edu/~misha,soUq_eQAAAAJ
4268,Johns Hopkins University,Michael Oberst,https://www.michaelkoberst.com,o1IZjggAAAAJ
4269,Johns Hopkins University,Mihaela Pertea,http://ccb.jhu.edu/people/mpertea,fKjqGyEAAAAJ
4270,Johns Hopkins University,Muyinatu A. Lediju Bell,https://pulselab.jhu.edu,Yjm8HO4AAAAJ
4271,Johns Hopkins University,Najim Dehak,https://engineering.jhu.edu/faculty/najim-dehak,G43gXjIAAAAJ
4272,Johns Hopkins University,Nicolas Loizou,https://nicolasloizou.github.io,mvDmzAQAAAAJ
4273,Johns Hopkins University,Noah J. Cowan,https://limbs.lcsr.jhu.edu,V6LJpwgAAAAJ
4274,Johns Hopkins University,Peter Kazanzides,https://www.cs.jhu.edu/faculty/peter-kazanzides,nNU3STcAAAAJ
4275,Johns Hopkins University,Philipp Koehn,http://www.cs.jhu.edu/~phi,OsIZgIYAAAAJ
4276,Johns Hopkins University,Rachel Karchin,https://karchinlab.org,_3axEQ8AAAAJ
4277,Johns Hopkins University,Ralph Etienne-Cummings,https://engineering.jhu.edu/faculty/ralph-etienne-cummings,AA16968AAAAJ
4278,Johns Hopkins University,Rama Chellappa,https://engineering.jhu.edu/ece/faculty/rama-chellappa,mZxsTCcAAAAJ
4279,Johns Hopkins University,Raman Arora,http://www.cs.jhu.edu/~raman/Home.html,Spe0xdkAAAAJ
4280,Johns Hopkins University,Randal C. Burns,http://www.cs.jhu.edu/~randal,rTJTJJ4AAAAJ
4281,Johns Hopkins University,Rebecca Schulman,https://engineering.jhu.edu/faculty/rebecca-schulman,segdJQYAAAAJ
4282,Johns Hopkins University,Renjie Zhao,https://renjiezhao.github.io,2IrtUS4AAAAJ
4283,Johns Hopkins University,Roy Adams,https://royadams.github.io,M5yRbdMAAAAJ
4284,Johns Hopkins University,Russell H. Taylor,http://www.cs.jhu.edu/~rht,Ph16U5wAAAAJ
4285,Johns Hopkins University,S. Rao Kosaraju,http://www.cs.jhu.edu/~kosaraju,NOSCHOLARPAGE
4286,Johns Hopkins University,Sanjeev Khudanpur,https://www.clsp.jhu.edu/faculty/sanjeev-khudanpur,BdgNwAAAAJ
4287,Johns Hopkins University,Scott F. Smith 0001,https://www.cs.jhu.edu/~scott,bRjJOrMAAAAJ
4288,Johns Hopkins University,Sijia Geng,https://pensa.engineering.jhu.edu,WNWPOyUAAAAJ
4289,Johns Hopkins University,Soledad Villar,https://engineering.jhu.edu/faculty/soledad-villar,JBGlsDoAAAAJ
4290,Johns Hopkins University,Soudeh Ghorbani,http://soudeh.net,r7kyzkIAAAAJ
4291,Johns Hopkins University,Steven L. Salzberg,https://salzberg-lab.org,sUVeH-4AAAAJ
4292,Johns Hopkins University,Steven Salzberg,https://engineering.jhu.edu/faculty/steven-salzberg,sUVeH-4AAAAJ
4293,Johns Hopkins University,Suchi Saria,http://www.suchisaria.com,NOSCHOLARPAGE
4294,Johns Hopkins University,Susan Hohenberger,http://www.cs.jhu.edu/~susan,EFCJtEwAAAAJ
4295,Johns Hopkins University,Susu Xu,http://susu-xu.com,MSCQE-YAAAAJ
4296,Johns Hopkins University,Tamas Budavari,https://engineering.jhu.edu/ams/faculty/tamas-budavari,VoyeryMAAAAJ
4297,Johns Hopkins University,Tianmin Shu,https://www.tshu.io,YT_ffdwAAAAJ
4298,Johns Hopkins University,Tinoosh Mohsenin,https://eehpc.ece.jhu.edu,9grfK9gAAAAJ
4299,Johns Hopkins University,Vishal M. Patel,https://engineering.jhu.edu/faculty/vishal-patel,AkEXTbIAAAAJ
4300,Johns Hopkins University,Xin Li 0006,http://www.cs.jhu.edu/~lixints,NOSCHOLARPAGE
4301,Johns Hopkins University,Yair Amir,http://www.cs.jhu.edu/~yairamir,NOSCHOLARPAGE
4302,Johns Hopkins University,Yanif Ahmad,http://www.cs.jhu.edu/~yanif,BtpxluIAAAAJ
4303,Johns Hopkins University,Yinzhi Cao,https://www.cs.jhu.edu/~yzcao,0jBP_aEAAAAJ
4304,Johns Hopkins University,Ziang Xiao,https://www.ziangxiao.com,MjkODLEAAAAJ
4305,Virginia Tech,Adrian Sandu,http://people.cs.vt.edu/~asandu,A7fZNg0AAAAJ
4306,Virginia Tech,Aisling Kelliher,http://people.cs.vt.edu/~aislingk,71RtIxoAAAAJ
4307,Virginia Tech,Alexey Onufriev,http://people.cs.vt.edu/onufriev,b7TXx40AAAAJ
4308,Virginia Tech,Ali Raza Butt,http://people.cs.vt.edu/butta,oqux_wcAAAAJ
4309,Virginia Tech,Andrey Esakia,http://people.cs.vt.edu/~esakia,eQhRa0wAAAAJ
4310,Virginia Tech,Anuj Karpatne,https://people.cs.vt.edu/karpatne,aJdbHAoAAAAJ
4311,Virginia Tech,Barbara G. Ryder,http://people.cs.vt.edu/ryder,OdWimfcAAAAJ
4312,Virginia Tech,Bimal Viswanath,https://people.cs.vt.edu/vbimal,bu1SCOuD_CMC
4313,Virginia Tech,Bo Ji 0001,http://people.cs.vt.edu/boji,9ILgtvAAAAAJ
4314,Virginia Tech,Bob Edmison,http://people.cs.vt.edu/~kedmison,lIZFlMUAAAAJ
4315,Virginia Tech,Brendan David-John,https://brendandavidjohn.app,YFxRRDUAAAAJ
4316,Virginia Tech,Calvin J. Ribbens,http://people.cs.vt.edu/ribbens,gs_WpWIAAAAJ
4317,Virginia Tech,Chandan K. Reddy,http://www.cs.vt.edu/~reddy,LoXnMOIAAAAJ
4318,Virginia Tech,Chang-Tien Lu,http://people.cs.vt.edu/~ctlu,TJI8JW0AAAAJ
4319,Virginia Tech,Chris Brown 0001,https://website.cs.vt.edu/people/faculty/chris-brown.html,MmgiKNkAAAAJ
4320,Virginia Tech,Chris North 0001,http://people.cs.vt.edu/north,yBZ7vtkAAAAJ
4321,Virginia Tech,Chris Thomas 0004,https://people.cs.vt.edu/chris,16r7ZhsAAAAJ
4322,Virginia Tech,Christine Julien 0001,https://website.cs.vt.edu/people/faculty/christine-julien.html,p-rQXOQAAAAJ
4323,Virginia Tech,Cliff A. Shaffer,http://www.cs.vt.edu/~shaffer,v0tJmyYAAAAJ
4324,Virginia Tech,D. Scott McCrickard,http://people.cs.vt.edu/~mccricks,jQNt6RwAAAAJ
4325,Virginia Tech,Dan John Williams,https://people.cs.vt.edu/djwillia,mu2x-1YAAAAJ
4326,Virginia Tech,Danfeng (Daphne) Yao,http://people.cs.vt.edu/danfeng,_JLQTKwAAAAJ
4327,Virginia Tech,Dawei Zhou 0003,https://website.cs.vt.edu/people/faculty/dawei-zhou.html,8dakqOgAAAAJ
4328,Virginia Tech,Deborah G. Tatar,https://thirdlab.cs.vt.edu/people/deborah-tatar,LWcEVAIAAAAJ
4329,Virginia Tech,Debswapna Bhattacharya,https://people.cs.vt.edu/dbhattacharya,C2oEgoYAAAAJ
4330,Virginia Tech,Denis Gracanin,http://www.cs.vt.edu/~gracanin,dhwyJggAAAAJ
4331,Virginia Tech,Dennis G. Kafura,http://people.cs.vt.edu/~kafura,rWuQTEcAAAAJ
4332,Virginia Tech,Dimitrios S. Nikolopoulos,https://www.dsniko.net,-nzj5UYAAAAJ
4333,Virginia Tech,Doug A. Bowman,https://research.cs.vt.edu/3di/user/123,Zc7YEbgAAAAJ
4334,Virginia Tech,Edward A. Fox,https://fox.cs.vt.edu/foxinfo.html,uDwy_JgAAAAJ
4335,Virginia Tech,Eli Tilevich,http://www.cs.vt.edu/~tilevich,t4OSUfgAAAAJ
4336,Virginia Tech,Eugenia Ha Rim Rho,https://website.cs.vt.edu/people/faculty/eugenia-rho.html,RWpkmWwAAAAJ
4337,Virginia Tech,Francisco Servant,http://people.cs.vt.edu/fservant,6F5tt2sAAAAJ
4338,Virginia Tech,Godmar Back,https://people.cs.vt.edu/~gback,WUb-KZ0AAAAJ
4339,Virginia Tech,Hoda Eldardiry,http://people.cs.vt.edu/hdardiry,3IVJGxcAAAAJ
4340,Virginia Tech,Huaicheng Li,https://huaicheng.github.io,PxZIxpkAAAAJ
4341,Virginia Tech,Ing-Ray Chen,http://people.cs.vt.edu/~irchen,UdangLEAAAAJ
4342,Virginia Tech,Ismini Lourentzou,https://website.cs.vt.edu/people/faculty/ismini-lourentzou.html,CjxQvikAAAAJ
4343,Virginia Tech,Jamie Sikora,https://www.perimeterinstitute.ca/people/jamie-sikora,EBxyd5gAAAAJ
4344,Virginia Tech,Jin-Hee Cho,http://people.cs.vt.edu/~jicho,wToVkEUAAAAJ
4345,Virginia Tech,Kirk W. Cameron,https://people.cs.vt.edu/~cameron,ZH1pa0EAAAAJ
4346,Virginia Tech,Kirshanthan Sundararajah,https://kirshanthans.github.io,knUrjrMAAAAJ
4347,Virginia Tech,Kurt Luther,https://www.kurtluther.com,b8cNEHwAAAAJ
4348,Virginia Tech,Layne T. Watson,http://people.cs.vt.edu/~ltw/shortvita.html,NOSCHOLARPAGE
4349,Virginia Tech,Lenwood S. Heath,http://www.cs.vt.edu/~heath,9VDFIQoAAAAJ
4350,Virginia Tech,Liqing Zhang 0002,http://people.cs.vt.edu/~lqzhang,erM6KTMAAAAJ
4351,Virginia Tech,Matthew Hicks,http://www.impedimenttoprogress.com,_rJCgzIAAAAJ
4352,Virginia Tech,Mohammed Seyam,https://sites.google.com/vt.edu/mohammedseyam/home,OYautn0AAAAJ
4353,Virginia Tech,Muhammad Ali Gulzar,http://people.cs.vt.edu/~gulzar,k9M-nccAAAAJ
4354,Virginia Tech,Murat Kantarcioglu,https://www.kantarcioglu.net,qXb4xQMAAAAJ
4355,Virginia Tech,Myounghoon Jeon,https://www.ise.vt.edu/people/faculty/jeon.html,nSkz6JcAAAAJ
4356,Virginia Tech,Na Meng 0001,http://people.cs.vt.edu/nm8247,d-VnBn8AAAAJ
4357,Virginia Tech,Naren Ramakrishnan,http://people.cs.vt.edu/naren,fMJwG7MAAAAJ
4358,Virginia Tech,Osman Balci,http://manta.cs.vt.edu/balci,NOSCHOLARPAGE
4359,Virginia Tech,Peng Gao 0008,https://people.cs.vt.edu/penggao,lJJpxssAAAAJ
4360,Virginia Tech,Ruoxi Jia 0001,https://ece.vt.edu/people/profile/ruoxijia.html,JCrug-YAAAAJ
4361,Virginia Tech,Ryan P. McMahan,https://website.cs.vt.edu/people/faculty/ryan-p-mcmahan.html,inGtCcMAAAAJ
4362,Virginia Tech,Sam H. Noh,https://next.cs.vt.edu,i5lr8uEAAAAJ
4363,Virginia Tech,Sang Won Lee 0002,http://people.cs.vt.edu/sangwonlee,II2NGWIAAAAJ
4364,Virginia Tech,Sara Hooshangi,https://nvc.cs.vt.edu/faculty/Sara-Hooshangi.html,NOSCHOLARPAGE
4365,Virginia Tech,Shaddi Hasan,https://people.cs.vt.edu/shaddi,IHburiYAAAAJ
4366,Virginia Tech,Stephen H. Edwards,http://people.cs.vt.edu/~edwards,5pV6DQ4AAAAJ
4367,Virginia Tech,Steve H. Harrison,http://people.cs.vt.edu/srh,r6k-SS4AAAAJ
4368,Virginia Tech,T. M. Murali 0001,https://bioinformatics.cs.vt.edu/~murali,pdpOwtkAAAAJ
4369,Virginia Tech,Taejoong (Tijay) Chung,https://taejoong.github.io,_0mWbaoAAAAJ
4370,Virginia Tech,Thang Hoang,https://website.cs.vt.edu/people/faculty/thang-hoang.html,VCjqqogAAAAJ
4371,Virginia Tech,Tu Vu,https://tuvllms.github.io,tOevwEEAAAAJ
4372,Virginia Tech,Wenjing Lou,http://www.cnsr.ictas.vt.edu/WJLou.html,hM8uAwoAAAAJ
4373,Virginia Tech,Wu-Chun Feng,http://people.cs.vt.edu/feng,Sm0f6HYAAAAJ
4374,Virginia Tech,Xuan Wang 0008,https://xuanwang91.github.io,_IVJi6UAAAAJ
4375,Virginia Tech,Xun Jian 0002,http://people.cs.vt.edu/xunj/profile.html,m8ihzWwAAAAJ
4376,Virginia Tech,Yan Chen 0033,https://chensivan.github.io,UOv-ce4AAAAJ
4377,Virginia Tech,Yang Cao 0001,http://people.cs.vt.edu/~ycao,EFD4OrIAAAAJ
4378,Virginia Tech,Yang Cindy Yi,https://www.yangyi.ece.vt.edu,ceRq6DEAAAAJ
4379,University of Central Florida,Abedelaziz Mohaisen,http://cs.ucf.edu/~mohaisen,q387AywAAAAJ
4380,University of Central Florida,Abhijit Mahalanobis,https://www.crcv.ucf.edu/person/abhijit-mahalanobis,L9Y5FbwAAAAJ
4381,University of Central Florida,Ali Orooji,https://www.cecs.ucf.edu/faculty/ali-orooji,NOSCHOLARPAGE
4382,University of Central Florida,Amrit S. Bedi,https://www.cs.ucf.edu/person/amrit-singh-bedi,91WLA6QAAAAJ
4383,University of Central Florida,Annie S. Wu,http://www.cs.ucf.edu/~aswu,Gona8sYAAAAJ
4384,University of Central Florida,Aritra Dutta,https://www.cs.ucf.edu/person/aritra-dutta,vquoiHsAAAAJ
4385,University of Central Florida,Avelino J. Gonzalez,http://www.cecs.ucf.edu/faculty/avelino-gonzalez,NOSCHOLARPAGE
4386,University of Central Florida,Carolina Cruz-Neira,https://www.cs.ucf.edu/person/carolina-cruz-neira,7oDeTpkAAAAJ
4387,University of Central Florida,Charles E. Hughes,http://www.cs.ucf.edu/~ceh,pbb9CG4AAAAJ
4388,University of Central Florida,Chen Chen 0001,https://www.crcv.ucf.edu/chenchen,TuEwcZ0AAAAJ
4389,University of Central Florida,Chinwendu Enyioha,https://cenyioha.eecs.ucf.edu,NOSCHOLARPAGE
4390,University of Central Florida,Cliff C. Zou,http://www.cs.ucf.edu/~czou,bfK_0uwAAAAJ
4391,University of Central Florida,Cuneyt Gurcan Akcora,https://cakcora.github.io,QZLZSb8AAAAJ
4392,University of Central Florida,Damian Dechev,http://cse.eecs.ucf.edu/bios/damiandechev.html,NOSCHOLARPAGE
4393,University of Central Florida,Damla Turgut,http://www.cs.ucf.edu/~turgut,bjX4jCkAAAAJ
4394,University of Central Florida,Dan C. Marinescu,https://www.cs.ucf.edu/~dcm,YoLdEIIAAAAJ
4395,University of Central Florida,Dexter Hadley,https://med.ucf.edu/person/dexter-hadley-md-phd-m-s-e,2o8ORCAAAAAJ
4396,University of Central Florida,Di Wu 0016,https://www.cs.ucf.edu/person/di-wu,v6DNkTAAAAAJ
4397,University of Central Florida,Dirk Reiners,https://www.cs.ucf.edu/person/dirk-reiners,LQaMP7IAAAAJ
