,University,Faculty Name,Faculty Website,scholarid
0,Carnegie Mellon University,Aarti Singh,http://www.cs.cmu.edu/~aarti,6jP3ZSEAAAAJ
1,Carnegie Mellon University,Aayush Jain,https://sites.google.com/view/aayushjain,VZ6S70MAAAAJ
2,Carnegie Mellon University,Abhinav Gupta 0001,http://www.cs.cmu.edu/~abhinavg,NOSCHOLARPAGE
3,Carnegie Mellon University,Adam Perer,https://perer.org,wAxr6b8AAAAJ
4,Carnegie Mellon University,Aditi Raghunathan,https://www.cs.cmu.edu/~aditirag,Ch9iRwQAAAAJ
5,Carnegie Mellon University,Akshitha Sriraman,http://akshithasriraman.com,y0OuVvAAAAAJ
6,Carnegie Mellon University,Alan M. Frieze,https://www.math.cmu.edu/~af1p,EqKRQ4YAAAAJ
7,Carnegie Mellon University,Alan W. Black,https://www.cs.cmu.edu/~awb,Es-YRKMAAAAJ
8,Carnegie Mellon University,Alessandro Acquisti,http://www.heinz.cmu.edu/~acquisti,2XCryp4AAAAJ
9,Carnegie Mellon University,Alexandra Ion,http://www.alexandraion.com,pP920LoAAAAJ
10,Carnegie Mellon University,Alonzo Kelly,http://www.frc.ri.cmu.edu/users/alonzo,W7yeGUoAAAAJ
11,Carnegie Mellon University,Ameet S. Talwalkar,https://www.cs.cmu.edu/~atalwalk,TW7U1W0AAAAJ
12,Carnegie Mellon University,Amy E. Ogan,https://www.hcii.cmu.edu/people/amy-ogan,I0ZGaCQAAAAJ
13,Carnegie Mellon University,Andreas R. Pfenning,http://people.csail.mit.edu/apfenning,Q6VLB4gAAAAJ
14,Carnegie Mellon University,Andrej Risteski,https://math.mit.edu/~risteski,NWPDSEsAAAAJ
15,Carnegie Mellon University,Andrew Begel,https://s3d.cmu.edu/people/core-faculty/begel-andrew1.html,H_oWiFsAAAAJ
16,Carnegie Mellon University,Andrew Pavlo,http://www.cs.cmu.edu/~pavlo,u1UDm4wAAAAJ
17,Carnegie Mellon University,André Platzer,http://symbolaris.com,Y80iWtgAAAAJ
18,Carnegie Mellon University,Aniket Kittur,https://www.hcii.cmu.edu/people/aniket-kittur,2vZ5zRQAAAAJ
19,Carnegie Mellon University,Anupam Datta,http://www.andrew.cmu.edu/user/danupam,oK3QM1wAAAAJ
20,Carnegie Mellon University,Benjamin Moseley,http://www.andrew.cmu.edu/user/moseleyb,qq-SXN8AAAAJ
21,Carnegie Mellon University,Bernhard Haeupler,http://www.cs.cmu.edu/~haeupler,hIq09eUAAAAJ
22,Carnegie Mellon University,Bhiksha Raj,http://www.cs.cmu.edu/~bhiksha,IWcGY98AAAAJ
23,Carnegie Mellon University,Bhiksha Ramakrishnan,https://www.cs.cmu.edu/directory/bhikshar,IWcGY98AAAAJ
24,Carnegie Mellon University,Bill Scherlis,http://www.cs.cmu.edu/~wls,F6LzqwMAAAAJ
25,Carnegie Mellon University,Bogdan Vasilescu,http://bvasiles.github.io,bcXjlqYAAAAJ
26,Carnegie Mellon University,Brad A. Myers,http://www.cs.cmu.edu/~bam,E1cp_aYAAAAJ
27,Carnegie Mellon University,Brandon Lucia,http://brandonlucia.com,a9T7i5QAAAAJ
28,Carnegie Mellon University,Bruce H. Krogh,https://www.ece.cmu.edu/directory/details/89,s4yZTp4AAAAJ
29,Carnegie Mellon University,Bruno Sinopoli,https://users.ece.cmu.edu/~brunos,zZO9qG4AAAAJ
30,Carnegie Mellon University,Bryan Parno,https://www.cylab.cmu.edu/education/faculty/parno.html,kTTBpJkAAAAJ
31,Carnegie Mellon University,Carl Kingsford,http://www.cs.cmu.edu/~ckingsf,V_cvqKcAAAAJ
32,Carnegie Mellon University,Carolyn P. Rosé,http://www.cs.cmu.edu/~cprose,BMydCgcAAAAJ
33,Carnegie Mellon University,Changliu Liu,https://www.ri.cmu.edu/ri-faculty/changliu-liu,vvzAfOwAAAAJ
34,Carnegie Mellon University,Chenyan Xiong,http://www.cs.cmu.edu/~cx,E9BaEBYAAAAJ
35,Carnegie Mellon University,Chinmay Eishan Kulkarni,https://hcii.cmu.edu/people/chinmay-kulkarni,ZDatV6MAAAAJ
36,Carnegie Mellon University,Chris Donahue,https://chrisdonahue.com,MgzHAPQAAAAJ
37,Carnegie Mellon University,Chris Harrison 0001,http://www.chrisharrison.net,36HRdqMAAAAJ
38,Carnegie Mellon University,Christian Cuba-Samaniego,https://christiansami.wixsite.com/cecubasamaniego,F5JTlEcAAAAJ
39,Carnegie Mellon University,Christian Kästner,https://www.cs.cmu.edu/~ckaestne,PR-ZnJUAAAAJ
40,Carnegie Mellon University,Christopher G. Atkeson,http://www.cs.cmu.edu/~cga,NOSCHOLARPAGE
41,Carnegie Mellon University,Christopher J. Langmead,http://www.cs.cmu.edu/~cjl,NOSCHOLARPAGE
42,Carnegie Mellon University,Christos Faloutsos,http://www.cs.cmu.edu/~christos,nd8lQQIAAAAJ
43,Carnegie Mellon University,Claire Le Goues,https://clairelegoues.com,Cmr9ljkAAAAJ
44,Carnegie Mellon University,Dabbala Rajagopal Reddy,http://www.rr.cs.cmu.edu,6n7rzokAAAAJ
45,Carnegie Mellon University,Dan Siewiorek,https://www.cs.cmu.edu/~dps,B13SvmAAAAAJ
46,Carnegie Mellon University,Dana S. Scott,http://www.cs.cmu.edu/~scott,EsIyIQsAAAAJ
47,Carnegie Mellon University,Daniel Dominic Kaplan Sleator,http://www.cs.cmu.edu/~sleator,NOSCHOLARPAGE
48,Carnegie Mellon University,Daniel Fried,https://dpfried.github.io,sJDqACEAAAAJ
49,Carnegie Mellon University,Daphne Ippolito,https://www.daphnei.com,COEsqLYAAAAJ
50,Carnegie Mellon University,Dave Andersen,https://www.cs.cmu.edu/~dga,wUArfPgAAAAJ
51,Carnegie Mellon University,David Brumley,https://users.ece.cmu.edu/~dbrumley,O-29z5AAAAAJ
52,Carnegie Mellon University,David Garlan,https://www.cs.cmu.edu/~garlan,p6HgUFEAAAAJ
53,Carnegie Mellon University,David Held,http://davheld.github.io,0QtU-NsAAAAJ
54,Carnegie Mellon University,David J. Mostow,http://www.cs.cmu.edu/~mostow,P0Mv6pIAAAAJ
55,Carnegie Mellon University,David Lindlbauer,https://www.davidlindlbauer.com,DBkNLiwAAAAJ
56,Carnegie Mellon University,David P. Woodruff,http://www.cs.cmu.edu/~dwoodruf,kMmxbbIAAAAJ
57,Carnegie Mellon University,David R. O'Hallaron,https://www.cs.cmu.edu/~droh,738WppcAAAAJ
58,Carnegie Mellon University,Deepak Pathak,https://people.eecs.berkeley.edu/~pathak,AEsPCAUAAAAJ
59,Carnegie Mellon University,Deva Kannan Ramanan,http://www.cs.cmu.edu/~deva,9B8PoXUAAAAJ
60,Carnegie Mellon University,Diana Marculescu,https://users.ece.cmu.edu/~dianam,MRHzTAIAAAAJ
61,Carnegie Mellon University,Dimitrios Skarlatos 0002,https://www.cs.cmu.edu/~dskarlat,T_ZmDEAAAAAJ
62,Carnegie Mellon University,Doug Sicker,https://www.cmu.edu/epp/people/faculty/douglas-sicker.html,Pl23MTUAAAAJ
63,Carnegie Mellon University,Drew Bagnell,http://www.ri.cmu.edu/person.html?person_id=689,7t4jbPQAAAAJ
64,Carnegie Mellon University,Elaine Runting Shi,http://elaineshi.com,rejzeocAAAAJ
65,Carnegie Mellon University,Emma Strubell,https://strubell.github.io,UCDMtM0AAAAJ
66,Carnegie Mellon University,Eric Nyberg,http://www.cs.cmu.edu/~ehn,G6XN5cRm0FIJ
67,Carnegie Mellon University,Eunsuk Kang,https://eskang.github.io,Pz0Nzr8AAAAJ
68,Carnegie Mellon University,Farnam Jahanian,https://www.cmu.edu/leadership/the-provost,NOSCHOLARPAGE
69,Carnegie Mellon University,Fei Fang 0001,https://www.andrew.cmu.edu/user/feif,VdZQ1EgAAAAJ
70,Carnegie Mellon University,Feras A. Saad,https://www.cs.cmu.edu/~fsaad,1aou7GkAAAAJ
71,Carnegie Mellon University,Fernando Diaz 0001,https://841.io,212SLn0AAAAJ
72,Carnegie Mellon University,Frank Pfenning,http://www.cs.cmu.edu/~fp,ghWKWBUAAAAJ
73,Carnegie Mellon University,Fraser Brown,https://mlfbrown.com,R_hO1TEAAAAJ
74,Carnegie Mellon University,G. Hosein Mohimani,http://mohimanilab.cbd.cmu.edu,fN8qBDgAAAAJ
75,Carnegie Mellon University,Gary K. Fedder,https://users.ece.cmu.edu/~fedder,JOMYt6gAAAAJ
76,Carnegie Mellon University,Gary L. Miller,https://www.cs.cmu.edu/~glmiller,umm-i20AAAAJ
77,Carnegie Mellon University,Geoff F. Kaufman,https://www.hcii.cmu.edu/people/geoff-kaufman,acfjWDAAAAAJ
78,Carnegie Mellon University,Geoffrey J. Gordon,http://www.cs.cmu.edu/~ggordon,0OY5L3UAAAAJ
79,Carnegie Mellon University,George Amvrosiadis,http://www.ece.cmu.edu/~gamvrosi,ygiY7C8AAAAJ
80,Carnegie Mellon University,Graham Neubig,http://www.phontron.com,wlosgkoAAAAJ
81,Carnegie Mellon University,Greg Ganger,https://www.ece.cmu.edu/~ganger,NOSCHOLARPAGE
82,Carnegie Mellon University,Guy E. Blelloch,http://www.cs.cmu.edu/~guyb,Z6nLCukAAAAJ
83,Carnegie Mellon University,Hartmut Geyer,https://www.cs.cmu.edu/~hgeyer,aC5315UAAAAJ
84,Carnegie Mellon University,Heather Miller,http://heather.miller.am,dpghk3cAAAAJ
85,Carnegie Mellon University,Henny Admoni,https://www.ri.cmu.edu/ri-faculty/henny-admoni,XXiZaA4AAAAJ
86,Carnegie Mellon University,Howie Choset,http://www.cs.cmu.edu/~./choset,4fvo61oAAAAJ
87,Carnegie Mellon University,Illah R. Nourbakhsh,http://www.cs.cmu.edu/~illah,S4cEObAAAAAJ
88,Carnegie Mellon University,Ioannis Gkioulekas,http://ri.cmu.edu/ri-faculty/ioannis-gkioulekas,yqt5PeEAAAAJ
89,Carnegie Mellon University,Irene M. Kaplow,https://imk1.github.io,_IfiZD4AAAAJ
90,Carnegie Mellon University,J. Zico Kolter,http://www.zicokolter.com,UXh1I6UAAAAJ
91,Carnegie Mellon University,James C. Hoe,http://users.ece.cmu.edu/~jhoe,ZnRhcFUAAAAJ
92,Carnegie Mellon University,James D. Herbsleb,http://herbsleb.org,NOSCHOLARPAGE
93,Carnegie Mellon University,James H. Morris,http://www.cs.cmu.edu/~jhm,Y9cRdbIAAAAJ
94,Carnegie Mellon University,James McCann,http://www.cs.cmu.edu/~jmccann,NOSCHOLARPAGE
95,Carnegie Mellon University,James P. Callan,http://www.cs.cmu.edu/~callan,Un5KXJ4AAAAJ
96,Carnegie Mellon University,Jan Hoffmann 0002,http://www.cs.cmu.edu/~janh,gdWrCjEAAAAJ
97,Carnegie Mellon University,Jason I. Hong,http://www.cs.cmu.edu/~jasonh,MoFbcc0AAAAJ
98,Carnegie Mellon University,Jason Li 0006,https://q3r.github.io,NOSCHOLARPAGE
99,Carnegie Mellon University,Jessica Hammer,https://www.hcii.cmu.edu/people/jessica-hammer,vSvRUAkAAAAJ
100,Carnegie Mellon University,Jessica K. Hodgins,http://www.cs.cmu.edu/~jkh,NOSCHOLARPAGE
101,Carnegie Mellon University,Jian Ma 0004,http://www.cs.cmu.edu/~jianma,kDZcBhkAAAAJ
102,Carnegie Mellon University,Jignesh M. Patel,https://jigneshpatel.org,tOjfnFMAAAAJ
103,Carnegie Mellon University,Jodi Forlizzi,https://www.hcii.cmu.edu/people/jodi-forlizzi,Hyhp_zUAAAAJ
104,Carnegie Mellon University,Joel McManus,https://labs.bio.cmu.edu/mcmanus,28yZqbcAAAAJ
105,Carnegie Mellon University,John C. Stamper,https://www.hcii.cmu.edu/people/john-stamper,VFGDcvoAAAAJ
106,Carnegie Mellon University,John Zimmerman,https://www.cs.cmu.edu/~johnz,A-4JUL4AAAAJ
107,Carnegie Mellon University,Jonathan Aldrich,http://www.cs.cmu.edu/~./aldrich,AzHmOtcAAAAJ
108,Carnegie Mellon University,Jose Lugo-Martinez,https://jlugomar.github.io,7Zf_LXIAAAAJ
109,Carnegie Mellon University,Jun-Yan Zhu,https://people.csail.mit.edu/junyanz,UdpacsMAAAAJ
110,Carnegie Mellon University,Justin Chan,https://www.cs.cmu.edu/~justinc3,dpyzXwMAAAAJ
111,Carnegie Mellon University,Justine Cassell,https://www.hcii.cmu.edu/people/justine-cassell,wkC9xHMAAAAJ
112,Carnegie Mellon University,Justine Sherry,http://www.justinesherry.com,InPotdgAAAAJ
113,Carnegie Mellon University,K. V. Rashmi,http://www.cs.cmu.edu/~rvinayak,gUO59T8AAAAJ
114,Carnegie Mellon University,Karl Crary,https://www.cs.cmu.edu/~crary,DTjqn9QAAAAJ
115,Carnegie Mellon University,Katerina Fragkiadaki,https://www.cs.cmu.edu/~katef,FWp7728AAAAJ
116,Carnegie Mellon University,Kathleen M. Carley,http://www.casos.cs.cmu.edu/bios/carley/carley.html,KeJfN-IAAAAJ
117,Carnegie Mellon University,Keenan Crane,http://www.cs.cmu.edu/~kmcrane,Qs9FzFUAAAAJ
118,Carnegie Mellon University,Kemal Oflazer,https://www.andrew.cmu.edu/user/ko,JLk0hs8AAAAJ
119,Carnegie Mellon University,Ken Koedinger,http://pact.cs.cmu.edu/koedinger.html,_8DDVkAAAAAJ
120,Carnegie Mellon University,Kiron K. Skinner,https://www.cmu.edu/ir/cirp-people/faculty-affiliates/kiron-k-skinner.html,NOSCHOLARPAGE
121,Carnegie Mellon University,Larry Wasserman,http://www.stat.cmu.edu/~larry,XcD1ffwAAAAJ
122,Carnegie Mellon University,Laura A. Dabbish,http://www.lauradabbish.com,DdNAgNwAAAAJ
123,Carnegie Mellon University,Lei Li 0005,https://lileicc.github.io,BYXqAlwAAAAJ
124,Carnegie Mellon University,Lenore Blum,http://www.cs.cmu.edu/~lblum,NOSCHOLARPAGE
125,Carnegie Mellon University,Levent Burak Kara,http://vdel.me.cmu.edu,_X2eOeQAAAAJ
126,Carnegie Mellon University,Lining Yao,http://morphingmatter.cs.cmu.edu,FEnuzckAAAAJ
127,Carnegie Mellon University,Lorrie Cranor,http://lorrie.cranor.org,kIUqgbcAAAAJ
128,Carnegie Mellon University,Louis-Philippe Morency,https://www.cs.cmu.edu/~morency,APgaFK0AAAAJ
129,Carnegie Mellon University,Luis von Ahn,https://www.cs.cmu.edu/~biglou,NOSCHOLARPAGE
130,Carnegie Mellon University,Lujo Bauer,http://www.ece.cmu.edu/~lbauer,5cJzDZEAAAAJ
131,Carnegie Mellon University,M. J. H. Heule,https://www.cs.cmu.edu/~mheule,5Bu6aSMAAAAJ
132,Carnegie Mellon University,M. Satyanarayanan,https://www.cs.cmu.edu/~satya,0y6JDD4AAAAJ
133,Carnegie Mellon University,Maarten Sap,https://maartensap.com,gFN4QUYAAAAJ
134,Carnegie Mellon University,Manuel Blum 0001,https://www.cs.cmu.edu/~mblum,7S-LSKoAAAAJ
135,Carnegie Mellon University,Maria-Florina Balcan,https://www.cs.cmu.edu/~ninamf,LWlN_BUAAAAJ
136,Carnegie Mellon University,Martial Hebert,http://www.cs.cmu.edu/~./hebert,0ytii2EAAAAJ
137,Carnegie Mellon University,Martin J. Zhang,https://mzhanglab.github.io,zjr6n-QAAAAJ
138,Carnegie Mellon University,Mary Shaw,http://www.cs.cmu.edu/~shaw,CTXoO1AAAAAJ
139,Carnegie Mellon University,Matt Fredrikson,http://www.cs.cmu.edu/~mfredrik,tMYCvLAAAAAJ
140,Carnegie Mellon University,Matthew O'Toole,https://www.ri.cmu.edu/ri-faculty/matthew-otoole,0GLMGTEAAAAJ
141,Carnegie Mellon University,Matthew T. Mason,http://www.cs.cmu.edu/~mason,D_JpQnAAAAAJ
142,Carnegie Mellon University,Maxim Likhachev,https://www.ri.cmu.edu/ri-faculty/maxim-likhachev,Ic8NqXwAAAAJ
143,Carnegie Mellon University,Mayank Goel,https://www.hcii.cmu.edu/people/mayank-goel,32eGduMAAAAJ
144,Carnegie Mellon University,Michael A. Erdmann,http://www.cs.cmu.edu/~me,YnHzhAwAAAAJ
145,Carnegie Mellon University,Michael I. Shamos,http://euro.ecom.cmu.edu/shamos.html,PswI6pYAAAAJ
146,Carnegie Mellon University,Min Xu 0009,https://xulabs.github.io/min-xu,Y3Cqt0cAAAAJ
147,Carnegie Mellon University,Minchen Li,https://www.cs.cmu.edu/~minchenl,Gk7K7VkAAAAJ
148,Carnegie Mellon University,Mona T. Diab,https://www.lti.cs.cmu.edu/people/222228496/mona-diab,-y6SIhQAAAAJ
149,Carnegie Mellon University,Mor Harchol-Balter,http://www.cs.cmu.edu/~harchol,Ooc7UNUAAAAJ
150,Carnegie Mellon University,Nancy S. Pollard,http://www.cs.cmu.edu/~nsp,Lsr_-hsAAAAJ
151,Carnegie Mellon University,Nathan Beckmann,http://www.cs.cmu.edu/~beckmann,zkdjit0AAAAJ
152,Carnegie Mellon University,Nicolas Christin,http://www.andrew.cmu.edu/user/nicolasc,X5buTmMAAAAJ
153,Carnegie Mellon University,Nihar B. Shah,http://www.cs.cmu.edu/~nihars,BF39lMQAAAAJ
154,Carnegie Mellon University,Nik Martelaro,https://hcii.cmu.edu/people/nikolas-martelaro,SNnC2s4AAAAJ
155,Carnegie Mellon University,Norman M. Sadeh,http://www.normsadeh.org,If_k6LgAAAAJ
156,Carnegie Mellon University,Patrick Carrington,http://www.patrickcarrington.com,3ALpUOEAAAAJ
157,Carnegie Mellon University,Peter Steenkiste,http://www.cs.cmu.edu/~prs,DK7TEvkAAAAJ
158,Carnegie Mellon University,Phillip B. Gibbons,http://www.cs.cmu.edu/~gibbons,F9kqUXkAAAAJ
159,Carnegie Mellon University,Pradeep Kumar Ravikumar,http://www.cs.cmu.edu/~pradeepr,Q4DTPw4AAAAJ
160,Carnegie Mellon University,Priya Narasimhan,http://www.cs.cmu.edu/~priya,qyPWUBcAAAAJ
161,Carnegie Mellon University,Radu Marculescu,https://www.ece.cmu.edu/directory/department/faculty/M/Radu_Marculescu_109.html,ZCmYP5cAAAAJ
162,Carnegie Mellon University,Ragunathan Raj Rajkumar,https://users.ece.cmu.edu/~raj,6JU9KqgAAAAJ
163,Carnegie Mellon University,Randal E. Bryant,http://www.cs.cmu.edu/~bryant,AFgYa68AAAAJ
164,Carnegie Mellon University,Rayid Ghani,http://www.rayidghani.com,_ufWH4IAAAAJ
165,Carnegie Mellon University,Red Whittaker,http://www.ri.cmu.edu/person.html?person_id=339,ouKJUyEAAAAJ
166,Carnegie Mellon University,Riad S. Wahby,https://wahby.net,cwIxVGgAAAAJ
167,Carnegie Mellon University,Riccardo Paccagnella,https://www.cs.cmu.edu/~rpaccagn,yUt1PFIAAAAJ
168,Carnegie Mellon University,Richard M. Stern,http://www.cs.cmu.edu/~rms,ffUu1PcAAAAJ
169,Carnegie Mellon University,Richard Peng,https://www.cs.cmu.edu/~yangp,loh7ivYAAAAJ
170,Carnegie Mellon University,Robert E. Kraut,http://kraut.hciresearch.org,HKGYvu4AAAAJ
171,Carnegie Mellon University,Robert F. Murphy,http://murphylab.web.cmu.edu,qQLlBH4AAAAJ
172,Carnegie Mellon University,Robert Harper 0001,http://www.cs.cmu.edu/~rwh,hbpHGtQAAAAJ
173,Carnegie Mellon University,Roger B. Dannenberg,https://www.cs.cmu.edu/~rbd,whacJzwAAAAJ
174,Carnegie Mellon University,Rohan Padhye,https://rohan.padhye.org,XI03UxYAAAAJ
175,Carnegie Mellon University,Ronald Rosenfeld,http://www.cs.cmu.edu/~roni,vrbjXlMAAAAJ
176,Carnegie Mellon University,Roy Maxion,http://www.cs.cmu.edu/~maxion,2buw6_IAAAAJ
177,Carnegie Mellon University,Ryan O'Donnell,http://www.cs.cmu.edu/~odonnell,Z8U0BwcAAAAJ
178,Carnegie Mellon University,Ryan Tibshirani,http://www.stat.cmu.edu/~ryantibs,cQ1P1qoAAAAJ
179,Carnegie Mellon University,Sara B. Kiesler,https://www.cs.cmu.edu/~kiesler,8Qu_gAMAAAAJ
180,Carnegie Mellon University,Sarah Scheffler,https://www.sarahscheffler.net,YPq45Q0AAAAJ
181,Carnegie Mellon University,Scott E. Hudson,http://www.cs.cmu.edu/~hudson,6YU6_QoAAAAJ
182,Carnegie Mellon University,Sean Welleck,https://wellecks.com,Ac6n5pQAAAAJ
183,Carnegie Mellon University,Seth Copen Goldstein,http://www.cs.cmu.edu/~seth,NoNHPb4AAAAJ
184,Carnegie Mellon University,Seyoung Kim,http://www.cs.cmu.edu/~sssykim,G99KBM8AAAAJ
185,Carnegie Mellon University,Shubham Tulsiani,https://shubhtuls.github.io,06rffEkAAAAJ
186,Carnegie Mellon University,Sivaraman Balakrishnan,http://www.stat.cmu.edu/~siva,o7yFQXUAAAAJ
187,Carnegie Mellon University,Srinivasa G. Narasimhan,http://www.cs.cmu.edu/~srinivas,MhYrLJAAAAAJ
188,Carnegie Mellon University,Srinivasan Seshan,http://www.cs.cmu.edu/~srini,0irVeiQAAAAJ
189,Carnegie Mellon University,Stephanie Balzer,https://www.cs.cmu.edu/~balzers,xZXNqqYAAAAJ
190,Carnegie Mellon University,Stephen Brookes,http://www.cs.cmu.edu/~brookes,yBq9ovYAAAAJ
191,Carnegie Mellon University,Steven Rudich,http://www.cs.cmu.edu/~rudich,qLuAbhMAAAAJ
192,Carnegie Mellon University,Steven Wu 0001,https://zstevenwu.com,MbF6rTEAAAAJ
193,Carnegie Mellon University,Subra Suresh,http://www.cmu.edu/leadership/president-suresh/bio,NOSCHOLARPAGE
194,Carnegie Mellon University,Swarun Kumar,https://swarunkumar.com,WfaqxlgAAAAJ
195,Carnegie Mellon University,Tai Sing Lee,http://www.cnbc.cmu.edu/~tai,9TAiIIMAAAAJ
196,Carnegie Mellon University,Takeo Kanade,http://www.ri.cmu.edu/people/kanade_takeo.html,LQ87h3sAAAAJ
197,Carnegie Mellon University,Theophilus A. Benson,https://www.andrew.cmu.edu/user/theophib,55B-xqUAAAAJ
198,Carnegie Mellon University,Tianqi Chen 0001,https://tqchen.com,7nlvOMQAAAAJ
199,Carnegie Mellon University,Todd C. Mowry,http://www.cs.cmu.edu/~tcm,MYsIXF4AAAAJ
200,Carnegie Mellon University,Tom M. Mitchell,http://www.cs.cmu.edu/~tom,_ZVyA_gAAAAJ
201,Carnegie Mellon University,Travis D. Breaux,https://www.cs.cmu.edu/~breaux,SjiG_ZsAAAAJ
202,Carnegie Mellon University,Tuomas Sandholm,http://www.cs.cmu.edu/~sandholm,0DpK1EMAAAAJ
203,Carnegie Mellon University,Umut A. Acar,http://www.umut-acar.org,wJ4NywgAAAAJ
204,Carnegie Mellon University,Vincent A. W. M. M. Aleven,http://www.cs.cmu.edu/~./aleven,ztkfnCsAAAAJ
205,Carnegie Mellon University,Vincent Conitzer,https://users.cs.duke.edu/~conitzer,juRk4lQAAAAJ
206,Carnegie Mellon University,Vincent Hellendoorn,https://vhellendoorn.github.io,PfYrc5kAAAAJ
207,Carnegie Mellon University,Vipul Goyal,https://www.cs.cmu.edu/~goyal,BYLsgysAAAAJ
208,Carnegie Mellon University,Virgil D. Gligor,https://users.ece.cmu.edu/~virgil,NOSCHOLARPAGE
209,Carnegie Mellon University,Virginia Smith,http://users.ece.cmu.edu/~smithv,bldHpWIAAAAJ
210,Carnegie Mellon University,Vyas Sekar,https://users.ece.cmu.edu/~vsekar,5V852JcAAAAJ
211,Carnegie Mellon University,Weina Wang 0001,https://www.cs.cmu.edu/~weinaw,mQnBkmoAAAAJ
212,Carnegie Mellon University,Wenting Zheng,https://wzheng.github.io,OeDgxpgAAAAJ
213,Carnegie Mellon University,Yiming Yang,http://www.cs.cmu.edu/~./yiming,MlZq4XwAAAAJ
214,Carnegie Mellon University,Yonatan Bisk,https://yonatanbisk.com,bWoGh8UAAAAJ
215,Carnegie Mellon University,Yong-Lae Park,http://www.cs.cmu.edu/~ylpark,kBsTE7AAAAAJ
216,Carnegie Mellon University,Yuanzhi Li,https://web.stanford.edu/~yuanzhil,NOSCHOLARPAGE
217,Carnegie Mellon University,Yun William Yu,https://yunwilliamyu.net,h9r7yWkAAAAJ
218,Carnegie Mellon University,Yuvraj Agarwal,http://www.synergylabs.org/yuvraj,H4UeZ2MAAAAJ
219,Carnegie Mellon University,Zhihao Jia,https://www.cs.cmu.edu/~zhihaoj2,0IWLFR4AAAAJ
220,Carnegie Mellon University,Ziv Bar-Joseph,http://www.cs.cmu.edu/~zivbj,9DCRnPkAAAAJ
221,Univ. of Illinois at Urbana-Champaign,Adam Bates 0001,http://adambates.org,1dVglBkAAAAJ
222,Univ. of Illinois at Urbana-Champaign,Aishwarya Ganesan,https://aishwaryaganesan.github.io,b90eMekAAAAJ
223,Univ. of Illinois at Urbana-Champaign,Alex Kirlik,https://cs.illinois.edu/directory/profile/kirlik,ZS-2t_AAAAAJ
224,Univ. of Illinois at Urbana-Champaign,Alexander G. Schwing,http://www.alexander-schwing.de,3B2c31wAAAAJ
225,Univ. of Illinois at Urbana-Champaign,Andreas Klöckner,https://mathema.tician.de/aboutme,n5dYy5sAAAAJ
226,Univ. of Illinois at Urbana-Champaign,Andrew Miller 0001,http://soc1024.ece.illinois.edu,KWqO1CgAAAAJ
227,Univ. of Illinois at Urbana-Champaign,Anil N. Hirani,http://www.math.uiuc.edu/~hirani,2FlUClkAAAAJ
228,Univ. of Illinois at Urbana-Champaign,Arindam Banerjee 0001,https://arindam.cs.illinois.edu,RY7cuPAAAAAJ
229,Univ. of Illinois at Urbana-Champaign,Bertram Ludäscher,https://ischool.illinois.edu/people/bertram-ludascher,nYx9xasAAAAJ
230,Univ. of Illinois at Urbana-Champaign,Bill Gropp,http://wgropp.cs.illinois.edu,vB96fX8AAAAJ
231,Univ. of Illinois at Urbana-Champaign,Brian P. Bailey,https://cs.illinois.edu/directory/profile/bpbailey,eiqD0hoAAAAJ
232,Univ. of Illinois at Urbana-Champaign,Brighten Godfrey,http://pbg.cs.illinois.edu,D2K-ADYAAAAJ
233,Univ. of Illinois at Urbana-Champaign,Camille Cobb,https://camillec.com,-agI8uoAAAAJ
234,Univ. of Illinois at Urbana-Champaign,Carl A. Gunter,http://web.engr.illinois.edu/~cgunter,3S5qpXsAAAAJ
235,Univ. of Illinois at Urbana-Champaign,Catherine Blake,https://ischool.illinois.edu/people/catherine-blake,Dyxv_DQAAAAJ
236,Univ. of Illinois at Urbana-Champaign,Chandra Chekuri,http://chekuri.cs.illinois.edu,7j3itaMAAAAJ
237,Univ. of Illinois at Urbana-Champaign,Charith Mendis,https://charithmendis.com,utZ3JYUAAAAJ
238,Univ. of Illinois at Urbana-Champaign,Cheng Xiang Zhai,http://czhai.cs.illinois.edu,YU-baPIAAAAJ
239,Univ. of Illinois at Urbana-Champaign,Christopher W. Fletcher,http://cwfletcher.net,QRw9-IYAAAAJ
240,Univ. of Illinois at Urbana-Champaign,Colleen M. Lewis,https://cs.illinois.edu/about/people/faculty/colleenl,iOWg8rsAAAAJ
241,Univ. of Illinois at Urbana-Champaign,Craig B. Zilles,http://zilles.cs.illinois.edu,V22Gj30AAAAJ
242,Univ. of Illinois at Urbana-Champaign,Dakshita Khurana,https://www.dakshitakhurana.com,bqsD4aEAAAAJ
243,Univ. of Illinois at Urbana-Champaign,Daniel Kang,https://ddkang.github.io,CpMjT0YAAAAJ
244,Univ. of Illinois at Urbana-Champaign,Darko Marinov,http://mir.cs.illinois.edu,x6OIBq4AAAAJ
245,Univ. of Illinois at Urbana-Champaign,David A. Forsyth,http://luthuli.cs.uiuc.edu/~daf,5H0arvkAAAAJ
246,Univ. of Illinois at Urbana-Champaign,David A. Padua,http://polaris.cs.uiuc.edu/~padua,QaLf6bEAAAAJ
247,Univ. of Illinois at Urbana-Champaign,David Heath,https://daheath.web.illinois.edu,Q3r931QAAAAJ
248,Univ. of Illinois at Urbana-Champaign,Deepak Vasisht,https://deepakvasisht.com,qph2BRgAAAAJ
